id,screen_name,year,xinzuo,followers_count,friends_count,gender,location,mbrank,verified,verified_type
4524,云深iss_,90,处女座,602,484,f,上海,7,False,-1
4525,林老乔_微风亚种,90,双鱼座,675,1654,f,江苏,4,False,-1
4526,禾杼雾眠,-1,天秤座,6418,317,f,湖北,6,True,0
4527,摆烂达人188,00,巨蟹座,9,62,f,山东,0,False,-1
4528,北狸山貓,90,射手座,822,437,f,江苏,7,True,0
4529,TY_小妤,-1,金牛座,410,525,f,台湾,1,False,-1
4530,芊簌,-1,双子座,107,247,f,广东,6,False,-1
4531,柿原落,90,巨蟹座,1,178,f,北京,0,False,-1
4532,心野sama,90,天蝎座,128,2311,f,广东,1,False,-1
4533,漂浮透明熊貓,-1,天秤座,41,481,f,江苏,1,False,-1
4534,Miss-Zeeeeeta,00,狮子座,1002,454,f,浙江,3,True,0
4535,大龄网友阿銀,-1,天蝎座,1177,558,f,江西,7,True,0
4536,陈皮话梅糖030,00,双鱼座,80,644,f,海南,5,False,-1
4537,我找人打泥,90,双鱼座,29,331,f,浙江,5,False,-1
4538,一枝小梅花吖,-1,处女座,78,874,m,山西,1,True,0
4539,可可可可酱_5620,-1,摩羯座,149,432,f,广东,1,False,-1
4540,科学基础的补水嫩肤,-1,摩羯座,6,313,f,江苏,5,False,-1
4541,还是那个狐狸先生呀,10,双子座,2265,766,f,北京,7,False,-1
4542,Wangdabao0708,80,巨蟹座,1277,823,m,天津,0,False,-1
4543,兔爷盖了帽了,-1,白羊座,6,33,m,新疆,0,False,-1
4544,莫里喜,-1,射手座,3,52,f,北京,2,False,-1
4545,法鲨在一美眼睛里游泳,90,双鱼座,145,242,m,重庆,6,False,-1
4546,沃沃包包,-1,白羊座,2,99,f,广东,0,False,-1
4547,钟情妄想家,-1,白羊座,44,113,f,广东,7,False,-1
4548,Kaoh-Yn,-1,水瓶座,223,242,m,重庆,0,False,220
4549,山风闲,90,白羊座,71,449,f,江西,0,False,-1
4550,日月若栩许0220,00,天秤座,70,333,m,上海,4,True,0
4551,拔兔,80,摩羯座,33,436,f,江苏,6,False,-1
4552,仙台惠理还是很棒好吧,90,水瓶座,127,401,m,江苏,6,False,-1
4553,赶牛下崖,00,天蝎座,4,82,f,北京,1,False,-1
4554,桃乐丝喵喵喵,00,巨蟹座,24,176,f,湖南,0,False,-1
4555,你的宇宙女友,90,摩羯座,656,405,f,安徽,7,False,220
4556,阿澈澈_戒糖戒修仙,-1,巨蟹座,244,541,f,江苏,7,False,-1
4557,吾日三困吾身,90,摩羯座,14708,460,f,广东,7,True,0
4558,佛不咕,-1,射手座,3,90,f,江苏,1,False,-1
4559,popopcar,-1,天蝎座,332,199,m,四川,6,False,-1
4560,一只可可在左边,90,狮子座,817,646,f,广东,6,True,0
4561,菲尼克斯FOX,-1,摩羯座,6571,210,f,上海,7,False,-1
4562,松间即望,-1,处女座,267,470,f,海南,6,True,0
4563,KoConaNiel,-1,射手座,5,1258,f,山东,1,False,-1
4564,401-l,-1,天蝎座,199,68,f,广东,5,False,-1
4565,璟玟是个快乐仙女,00,处女座,189,594,f,山东,2,False,-1
4566,WEileen10,90,摩羯座,52,294,f,湖南,0,False,-1
4567,不喜欢吃芹菜不喜欢,00,处女座,3,27,f,广东,0,False,-1
4568,ahangeriam,-1,射手座,1356,329,m,山东,0,False,220
4569,小心一一198610,90,双鱼座,1,28,f,北京,0,False,-1
4570,在星期天去散步,10,双子座,62,69,f,广东,0,False,-1
4571,小杨同学ym,00,金牛座,17,58,m,甘肃,0,False,-1
4572,绝海之眸,-1,双子座,66,182,f,福建,5,False,-1
4573,FleecebeeMF,-1,摩羯座,297,2196,f,北京,6,False,-1
4574,无蔗糖豆奶,-1,天蝎座,315,157,f,上海,7,False,-1
4575,Churise鐍EX,90,双鱼座,715,647,f,湖北,5,False,220
4576,子休_-,90,处女座,94,502,f,上海,0,False,-1
4577,July_杨壮壮,-1,狮子座,240,320,f,湖北,4,False,-1
4578,小狗指挥家历险记,-1,水瓶座,412,424,f,广东,6,False,-1
4579,昼与黄昏,-1,射手座,19,412,f,河南,1,False,-1
4580,一只puppy-,-1,白羊座,3817,331,f,湖南,3,True,0
4581,佳佳加7,-1,天蝎座,86,463,f,广东,4,False,-1
4582,家里住着奥特曼,50,水瓶座,1,129,f,陕西,5,False,-1
4583,正体不明_污贼,90,水瓶座,593,1001,f,上海,6,False,-1
4584,绝对不吃胡萝卜_,00,双鱼座,116,337,f,山东,6,True,0
4585,小羊为什么要上班,-1,天秤座,273,198,m,上海,2,True,0
4586,抹去Yibo的小伤心,90,狮子座,26,208,f,浙江,0,False,-1
4587,Lilian莉连,-1,巨蟹座,1249,1553,f,辽宁,1,False,-1
4588,星尘纪行,90,双鱼座,369,426,f,广东,6,False,-1
4589,Candice_0v0,00,白羊座,245,225,f,内蒙古,6,True,0
4590,Xzvdgdjsguabsgsbd,10,天蝎座,1253,645,f,浙江,2,False,220
4591,Crystal小花鹿,80,狮子座,250,352,f,上海,0,False,-1
4592,LosojosDaly,-1,水瓶座,834,789,f,广东,0,False,-1
4593,Li北南,-1,处女座,53,397,m,河南,0,False,-1
4594,wooD碳,90,双鱼座,1385,708,f,广东,7,False,220
4595,旺仔比较重要,-1,天蝎座,47,232,f,浙江,0,False,-1
4596,葵花壳小盆宇,90,白羊座,3206,577,f,贵州,6,True,0
4597,小小蜗牛转圈圈,-1,金牛座,79,142,f,江苏,0,False,-1
4598,山兔子爱吃草,90,白羊座,88,136,f,重庆,0,False,-1
4599,哥们我薯条呢,00,巨蟹座,1047,3625,f,辽宁,5,False,-1
4600,时不时发出怪叫,10,射手座,69,455,f,浙江,0,False,-1
4601,哥们我薯条呢,00,巨蟹座,1047,3625,f,辽宁,5,False,-1
4602,-ikuhisa-,-1,处女座,22,83,f,山东,1,False,-1
4603,花舞夭殇KOSAK,90,金牛座,721,791,f,河北,1,False,-1
4604,dakimasuuuuuuuu,80,水瓶座,365,359,m,四川,1,False,-1
4605,1nChuan_,-1,巨蟹座,60,1111,f,广东,1,False,-1
4606,枯萎的花和榮喜堂,90,巨蟹座,194,1455,f,广东,1,False,-1
4607,Dear_恋爱日记,-1,金牛座,57,517,f,福建,1,False,-1
4608,Echooo今日无事,-1,摩羯座,239,1268,f,上海,5,False,-1
4609,海獭丿,-1,双鱼座,73,385,f,江苏,5,False,-1
4610,哆啦天天梦,-1,射手座,104,168,f,重庆,0,False,-1
4611,小狗面前是夹子,-1,摩羯座,4,28,f,北京,0,False,-1
4612,可以叫我阿回,-1,巨蟹座,2,47,f,福建,0,False,200
4613,豆小伦伦伦,-1,天秤座,460,204,m,浙江,6,False,-1
4614,苏老师很菜,00,双子座,155,233,m,内蒙古,6,True,0
4615,再拖延就撞墙的狗蛋儿,00,天蝎座,17,294,f,北京,1,False,-1
4616,绿阿_,10,天蝎座,286,206,f,福建,0,False,-1
4617,久沐momo,90,处女座,67,162,f,山西,1,False,-1
4618,少管教本小姐,00,白羊座,355,160,f,广东,0,False,-1
4619,再拖延就撞墙的狗蛋儿,00,天蝎座,17,294,f,北京,1,False,-1
4620,苏苏染柒,90,巨蟹座,4177,629,f,天津,7,False,220
4621,拾贰谭,-1,水瓶座,38,215,f,云南,1,False,-1
4622,Re凌度操作频繁,-1,天秤座,77,1049,f,上海,5,False,-1
4623,费南雪雏,90,巨蟹座,411,767,f,北京,7,True,0
4624,Sallyyyxin,00,白羊座,45,180,f,北京,0,False,-1
4625,土笔酱,90,处女座,153,925,f,北京,6,False,-1
4626,快乐小孩江一水,00,摩羯座,19343,1274,f,湖南,7,False,-1
4627,噗噜噗噜zzzz,00,双鱼座,53,199,f,广东,1,False,-1
4628,嚼着百合花的长颈鹿,90,水瓶座,31,439,f,江苏,1,False,-1
4629,axsruchujian,90,天秤座,30,38,f,广东,5,False,-1
4630,啄饵,-1,摩羯座,277,1011,f,北京,0,True,0
4631,-鱼儿丸子,90,狮子座,182,174,f,北京,1,False,-1
4632,快乐小圆77,90,双鱼座,126,343,f,上海,7,False,-1
4633,阿Q_一条咸鱼Q,90,双鱼座,694,415,f,上海,0,False,220
4634,沙茶beef,90,射手座,5,171,f,江苏,1,False,-1
4635,Longlongmee,90,摩羯座,2,291,f,广东,0,False,-1
4636,量产出售抑郁,-1,巨蟹座,25,161,f,新疆,1,False,-1
4637,Cryannn_,00,天秤座,4,25,f,北京,0,False,-1
4638,企鹅喜欢吃橙子,00,摩羯座,38,603,f,北京,6,False,-1
4639,实在是太可啦,-1,天秤座,7,18,f,湖南,0,False,-1
4640,憨特菜,-1,天蝎座,2058,199,m,北京,1,True,0
4641,阿琛mew,-1,水瓶座,530,320,f,上海,6,True,0
4642,小桔子的猫,00,摩羯座,4796,785,m,广东,7,True,0
4643,巨星打野,-1,摩羯座,1341,280,f,内蒙古,2,False,220
4644,屋檐下的星星s,-1,水瓶座,13,448,f,天津,6,False,220
4645,___薄荷微凉,90,水瓶座,646,690,m,山东,0,False,-1
4646,百灵鸟分点好运给我,90,射手座,482,1134,f,广东,2,False,-1
4647,Z四风,-1,处女座,65,446,m,浙江,1,False,-1
4648,内田咸鱼分身,90,双子座,278,400,m,辽宁,7,True,0
4649,赤青壳,00,射手座,38,2208,f,四川,1,False,-1
4650,八百斤咸鱼吃不完,90,巨蟹座,15,150,f,浙江,0,False,-1
4651,寒酥Su,90,摩羯座,95,230,f,福建,0,False,-1
4652,se7en-cm,90,天蝎座,244,265,f,福建,0,False,-1
4653,叶落彼岸踏尘吟,90,狮子座,117,394,f,辽宁,6,False,-1
4654,滴酒不沾貉,90,水瓶座,266,1228,m,辽宁,5,False,-1
4655,没出息的蛋Oo,-1,水瓶座,703,991,m,江苏,6,False,220
4656,我是真的快乐呐,90,天秤座,717,430,f,江苏,6,False,220
4657,Lin琳琳喔-,-1,狮子座,38,160,f,天津,0,False,-1
4658,醣丝兔仔yo_,00,天秤座,71,656,f,江苏,0,False,-1
4659,霜月威_yuen,-1,双子座,687,319,f,四川,6,True,0
4660,二两大呲花,00,金牛座,57,703,f,天津,3,False,-1
4661,hhhaju,90,双子座,1,24,f,北京,0,False,-1
4662,语_不停歇,90,水瓶座,3114,2139,f,北京,6,True,0
4663,小月从心从心,00,射手座,14,712,f,重庆,0,False,-1
4664,yuukalove北海道的雪,-1,摩羯座,490,796,f,湖北,0,False,-1
4665,幼稚鬼_EOR,00,处女座,2,13,f,江西,0,False,-1
4666,Hauward,-1,处女座,374,340,m,浙江,1,False,-1
4667,進擊的亦北,-1,射手座,621,373,f,北京,7,False,220
4668,甜芋冰淇狸,00,巨蟹座,568,564,f,广东,4,False,-1
4669,玖晛,-1,水瓶座,3371,324,m,河北,7,False,-1
4670,等等等等等呀deng,90,白羊座,122,824,f,四川,1,False,-1
4671,傅老大的三哥,90,射手座,75,201,f,北京,0,False,-1
4672,魔女莉莉酱,00,天秤座,2,77,f,浙江,0,False,-1
4673,装在瓶子里的西班牙阳光_Jerez,-1,水瓶座,455,241,f,北京,0,False,220
4674,杏菜女士来咯,-1,水瓶座,952,383,f,四川,4,False,-1
4675,FairyDream_梦,00,双鱼座,391,2080,f,北京,0,False,-1
4676,九尘不改,90,摩羯座,3446,738,m,河北,0,False,-1
4677,上玄月今天也不想拉弓,90,双子座,113,1106,f,黑龙江,0,False,-1
4678,谢云行_,90,摩羯座,9,120,m,北京,0,False,-1
4679,穆弦大人,80,狮子座,73,1557,m,新疆,0,False,-1
4680,biu酱_历练中,-1,摩羯座,293,1222,f,广东,2,False,220
4681,嘻嘻Siki,90,白羊座,265,276,m,上海,1,False,-1
4682,LamJiJi,-1,巨蟹座,160,283,f,上海,7,False,220
4683,星宝ice,-1,白羊座,580,689,f,广西,1,False,-1
4684,半月晴夏,80,金牛座,250,1040,f,福建,0,False,-1
4685,Cara_Twan,90,天秤座,31,51,f,北京,0,False,-1
4686,吃葡萄要吐葡萄皮555,-1,巨蟹座,15,195,f,浙江,2,False,-1
4687,暄和胡同,-1,双鱼座,134,205,f,浙江,0,False,-1
4688,Moyiemomo,-1,白羊座,28,416,f,陕西,5,False,-1
4689,iAmaAsH,00,水瓶座,365,863,f,浙江,6,False,-1
4690,axsruchujian,90,天秤座,30,38,f,广东,5,False,-1
4691,白土啬,-1,处女座,119,979,f,重庆,1,False,-1
4692,听音_-,00,双鱼座,232,1415,f,北京,1,False,-1
4693,钮祜禄挺挺,00,处女座,26,696,f,河北,0,False,-1
4694,安妮_要變成機智美女鴨,00,处女座,477,745,f,山东,3,True,0
4695,宅妹呱唧呱唧,-1,水瓶座,341,164,f,湖南,4,False,-1
4696,Hsrml言,-1,摩羯座,188,117,f,福建,1,False,-1
4697,·魔人啾啾·,-1,巨蟹座,25,388,f,河南,0,False,-1
4698,-顾鸣-,00,天秤座,35,85,m,江苏,3,False,-1
4699,闻颀Winkki,00,射手座,44,68,m,辽宁,1,False,-1
4700,秦古双萌-百病不侵,90,双子座,951,1308,f,湖北,6,True,0
4701,曲奇困困子,-1,摩羯座,161,501,f,浙江,1,False,-1
4702,是阿day啊,-1,巨蟹座,3858,800,m,北京,6,False,-1
4703,易榽,90,天秤座,151,31,m,四川,0,False,-1
4704,Cecilia深夏,00,双子座,55,517,f,广西,0,False,-1
4705,利利兹_Na,00,摩羯座,67,658,f,山东,0,False,-1
4706,王飞bbb,90,天秤座,629,331,m,四川,0,False,220
4707,一撮盐渍西梅,-1,金牛座,2931,394,f,上海,7,True,0
4708,大艮烧水,90,天秤座,13885,2951,f,福建,7,True,0
4709,澈小苏要努力ya,90,白羊座,135,672,f,安徽,0,False,-1
4710,稀有学算账的ni,00,白羊座,329,1477,f,陕西,0,False,-1
4711,绵羊卷卷心,-1,天蝎座,219,1028,f,辽宁,2,False,-1
4712,大大沢kev,00,巨蟹座,1457,655,m,上海,2,False,-1
4713,我不要圆滚滚,90,狮子座,148,377,f,重庆,4,False,-1
4714,画宇售星,-1,狮子座,124,633,f,广东,6,False,-1
4715,蝶恋梦怜,90,双子座,76,91,f,广东,0,False,-1
4716,卡灵顿橘猫,-1,金牛座,528,256,f,云南,6,True,0
4717,Roeslie_,-1,狮子座,374,307,f,河南,1,False,-1
4718,我乃卡卡也,90,射手座,6872,440,f,北京,0,False,-1
4719,雲吞八仙汤,-1,天秤座,11,685,f,江苏,6,False,-1
4720,kuaimoreeee,-1,水瓶座,359,541,f,上海,1,False,-1
4721,绞尽脑汁一个月,90,天蝎座,134,744,f,浙江,5,False,-1
4722,Phoenix栖梧桐,00,双子座,148,400,m,贵州,2,False,-1
4723,多水不是海_,90,水瓶座,601,5852,f,上海,5,False,-1
4724,壹只靓崽,00,双子座,526,356,f,广东,6,False,-1
4725,3enji,00,射手座,2833,410,m,北京,6,False,-1
4726,imlisa12,-1,金牛座,33,308,f,上海,1,False,-1
4727,Violet·_·,-1,狮子座,869,374,f,北京,1,False,-1
4728,河边的猪猪侠,80,摩羯座,11,298,m,广东,0,False,-1
4729,普通石头蛙仔,10,处女座,99,770,m,福建,1,False,-1
4730,桃沢葵奈,90,水瓶座,819,1404,f,浙江,7,False,-1
4731,Bearcooky小熊饼干,90,水瓶座,4,250,f,浙江,2,False,-1
4732,小声说话大声嘎嘎,-1,射手座,670,865,f,北京,4,False,220
4733,青萝拂翠边,-1,双子座,56,268,f,广东,3,False,-1
4734,__nN__Nn__八,90,白羊座,222,263,f,上海,2,False,220
4735,As_usual__,90,水瓶座,176,222,f,江苏,0,False,-1
4736,雪色颖火,90,双子座,93,263,f,四川,1,False,-1
4737,十二月的星,00,摩羯座,15,116,f,辽宁,0,False,-1
4738,海藻金坷垃,20,摩羯座,877,24,m,陕西,6,False,-1
4739,啵崽不混圈,00,天蝎座,782,388,f,浙江,6,True,0
4740,JERRY__小烦,90,摩羯座,5200,847,m,安徽,1,False,220
4741,ILCA-鏘,90,双子座,704,880,m,广东,6,True,0
4742,Ta2_御神乐,90,狮子座,65,431,f,辽宁,0,False,-1
4743,十二月的星,00,摩羯座,15,116,f,辽宁,0,False,-1
4744,收集快乐能量,00,金牛座,522,529,f,山东,6,False,-1
4745,王嘉尔的麻辣瓜_,-1,天蝎座,775,352,f,上海,7,True,0
4746,可爱茶宝,90,白羊座,8692,535,f,重庆,6,True,0
4747,Ayn0203,80,水瓶座,111,446,m,上海,0,False,-1
4748,他很困,-1,天秤座,229,375,m,重庆,0,False,-1
4749,OliverAugust,00,天蝎座,3641,759,m,广西,7,True,0
4750,RubySchnee_,-1,双鱼座,214,428,f,广东,1,False,-1
4751,刘处长dot,-1,双鱼座,229,475,m,湖南,7,False,-1
4752,不想成为大龄失学儿童,-1,处女座,221,1166,f,广东,0,False,-1
4753,沐霏Moeki_,90,双鱼座,138015,993,f,上海,7,True,0
4754,彭万万万,-1,金牛座,1154,1692,f,广西,3,False,220
4755,只要我爬的够快墙就追不上我,-1,巨蟹座,352,207,f,湖北,6,False,-1
4756,Dolores树瑶,90,天秤座,146,116,f,浙江,1,False,-1
4757,Spncr_,-1,双子座,62,388,f,上海,6,False,-1
4758,雪梨勒姆森,90,双鱼座,535,68,f,上海,6,False,-1
4759,种田玩家,90,双子座,123,295,f,湖南,4,False,-1
4760,仿生fufufu会梦见电子人吗,10,天秤座,56,240,f,重庆,2,False,-1
4761,木子鱼的猫,70,双子座,503,516,m,北京,4,True,0
4762,UltraEzio,90,金牛座,673,1615,m,重庆,7,False,-1
4763,烟火山河,70,双子座,92,146,m,浙江,6,False,-1
4764,未来是清晨,90,处女座,652,139,f,重庆,3,False,-1
4765,大橘已定啦,-1,天秤座,38,195,f,江苏,0,False,-1
4766,KKinsomnia,-1,双子座,121,424,f,上海,6,False,-1
4767,pikachu林龙,90,巨蟹座,134,273,f,江苏,1,False,-1
4768,虎居长安,-1,白羊座,69,469,m,上海,0,False,-1
4769,凜冬藤,00,天秤座,48844,843,f,广东,6,True,0
4770,x影lx,00,金牛座,4,71,m,内蒙古,5,False,-1
4771,Macondo-,90,双鱼座,732,1501,f,安徽,3,False,220
4772,孑与茜_七两半,00,天蝎座,124,376,m,安徽,4,True,0
4773,梁琳licc,90,双鱼座,22,96,f,吉林,1,False,-1
4774,梭梭_Loopy,00,处女座,14,53,m,辽宁,0,False,-1
4775,白茶猫猫头,-1,处女座,553,8636,f,广东,6,True,0
4776,长岛冰茶_ice,-1,摩羯座,253,711,f,广东,0,False,-1
4777,奶橘大团子,-1,处女座,798,563,f,北京,7,True,0
4778,真挚黑巧布朗尼,90,射手座,966,1781,f,四川,3,True,0
4779,Reid_Louis,00,双子座,145,1157,f,上海,0,False,-1
4780,苹果绿色的赤道气团,-1,巨蟹座,69,1182,f,福建,1,False,-1
4781,彩色星云CXY,00,双子座,115,540,f,广东,1,False,-1
4782,N卡农,90,双鱼座,260,742,m,浙江,0,False,-1
4783,岑京椿,00,双鱼座,8,1113,f,重庆,1,False,-1
4784,鹿小果G,-1,巨蟹座,174,127,f,北京,7,False,-1
4785,tomoyouue,00,白羊座,11,1725,f,浙江,1,False,-1
4786,Toliberate,-1,双子座,43,600,f,上海,1,True,0
4787,Y远阳y,00,白羊座,34,491,f,山西,1,False,-1
4788,月明疏桐,00,射手座,37,448,f,江西,1,False,-1
4789,噪音制造机在线bb,20,水瓶座,89,316,f,浙江,2,False,-1
4790,LILI今天也要开心,-1,摩羯座,347,507,f,北京,7,False,-1
4791,Another雾,90,摩羯座,26,614,f,广东,2,False,-1
4792,咸咸鱼不翻身,-1,双鱼座,11,201,m,江苏,6,False,-1
4793,怡久二铃,00,双鱼座,389,526,f,浙江,5,False,-1
4794,可恶的圆圈圈,00,巨蟹座,53,153,m,湖北,1,False,-1
4795,超级可爱甜甜粥,-1,射手座,1065,102,f,四川,1,False,-1
4796,ImHeeh,90,双子座,2173,387,f,上海,1,False,220
4797,Momojw1005,80,天秤座,490,412,f,上海,0,False,220
4798,Momojw1005,80,天秤座,490,412,f,上海,0,False,220
4799,氧子BibbidiBobbidiBoo,-1,天蝎座,707,492,f,重庆,6,False,220
4800,千渊,00,白羊座,102,258,f,安徽,1,False,-1
4801,KuKi默默,-1,水瓶座,2180,1810,m,福建,7,True,0
4802,Likewhatever,-1,摩羯座,3689,223,f,广东,7,True,0
4803,贼贼歪了,00,射手座,96,148,m,广东,2,False,-1
4804,铜锣头头,00,双鱼座,3,349,f,黑龙江,1,False,-1
4805,千雪奶盖丸,00,天蝎座,203,332,f,福建,4,True,0
4806,我头像是木叶的天才英雄,-1,天秤座,290,301,m,广东,6,True,0
4807,開心的电子小猫miao,-1,双子座,36,60,f,山东,3,False,-1
4808,冰桃七卿,00,水瓶座,62,425,f,安徽,1,True,0
4809,蒲朗给-额,00,狮子座,38,231,f,湖北,4,False,-1
4810,长风嶷夏,80,天秤座,674,2419,f,贵州,7,False,-1
4811,四十二画的yuhin,00,双鱼座,68,198,f,山西,0,False,-1
4812,日落无眠星,90,水瓶座,7,384,m,广东,6,False,-1
4813,香菇呱呱,90,金牛座,1082,575,f,上海,7,True,0
4814,骨头架子也风流,-1,水瓶座,9,245,f,浙江,0,False,-1
4815,_鲨鲨不爱吃鱼丸_,-1,处女座,11,287,f,福建,1,False,-1
4816,-紙瑜不桔-,-1,狮子座,18,1411,f,上海,1,False,-1
4817,飘荡就像只风筝,-1,处女座,597,221,f,北京,7,False,220
4818,隔计,00,摩羯座,350,391,m,浙江,0,False,-1
4819,柠檬冰淇淋OvO,00,双鱼座,61,136,m,江苏,0,False,-1
4820,重生之我爸我妈是碗盆,00,天蝎座,1887,255,f,广东,4,False,-1
4821,狄狄张寻傲,90,处女座,135535,2024,m,上海,7,True,0
4822,人间小甜红茶瓜吖,00,天秤座,6,62,m,北京,0,False,-1
4823,别忘加奶盖,-1,天秤座,54,969,f,山东,1,False,-1
4824,随机播放喝点开水,00,双鱼座,40,293,f,河北,1,False,-1
4825,请叫我太阳妞,90,巨蟹座,297,363,f,浙江,5,False,-1
4826,巨兔-TT,-1,金牛座,2,69,f,上海,1,False,-1
4827,若思念化长,00,巨蟹座,6,19,f,山东,0,False,-1
4828,y顷ang漾_,-1,狮子座,49,180,m,北京,2,False,-1
4829,yy要努力好运呐,90,双子座,309,348,f,福建,6,False,-1
4830,非人少女,-1,天蝎座,38278,607,f,四川,2,False,-1
4831,十六进制纯红色,-1,巨蟹座,526,375,m,湖北,8,False,-1
4832,Zntl-,-1,双子座,6,447,f,江苏,0,False,-1
4833,atengaku,70,天蝎座,44,1039,m,北京,0,False,-1
4834,春色恼眠,90,狮子座,48,422,f,河北,1,False,-1
4835,S_Aquamarine,-1,狮子座,74,506,f,上海,1,False,-1
4836,玉米冰激凌08,90,处女座,4,102,f,河南,1,False,-1
4837,trap_占,-1,双鱼座,11,78,f,山西,1,False,-1
4838,飒蓝关,90,天蝎座,1647,368,m,北京,6,False,-1
4839,小红浮浮浮,90,射手座,835,1209,f,广东,1,False,220
4840,托酱今天吃饱了吗,-1,巨蟹座,192,737,f,广东,1,False,-1
4841,谦逊的野心家,00,水瓶座,67,118,f,广东,1,False,-1
4842,又吃橙子了,00,狮子座,770,200,f,北京,7,True,0
4843,VamosVin,90,天蝎座,198,321,f,上海,4,False,220
4844,心有灵晰Ci_柚美,90,射手座,76,257,f,广东,5,False,-1
4845,格格blueeee,-1,天蝎座,4352,153,f,北京,7,False,-1
4846,krylovestal,00,处女座,151,196,f,北京,0,False,-1
4847,懒西西爱嘻嘻嘻,-1,天秤座,9661,701,f,重庆,5,True,0
4848,落水温度,-1,摩羯座,1003,699,m,江苏,3,False,-1
4849,陈铭熙_Eureka,-1,巨蟹座,5565,612,m,北京,4,False,220
4850,姜番番,-1,天蝎座,269,288,f,上海,0,False,220
4851,u吉茄嘉,90,射手座,115,309,m,广东,0,False,-1
4852,SaraphineAnn,-1,白羊座,316,578,f,河北,7,False,-1
4853,lllllucky_QQ,90,白羊座,170,83,f,宁夏,1,False,-1
4854,阿德利鹅,90,天蝎座,17,85,m,福建,0,False,-1
4855,江晚风吹行舟_,90,双子座,249,565,f,山东,2,False,-1
4856,艾米每天都萌萌哒,-1,狮子座,221,546,f,上海,1,False,-1
4857,叫Norman的企鹅,90,狮子座,714,571,m,广东,6,True,0
4858,是胖仔丸子,-1,射手座,6,200,f,四川,3,False,-1
4859,亮仔要健康快乐整个狗生,90,双鱼座,79,451,m,天津,0,False,-1
4860,_kkbb,-1,狮子座,82,146,f,浙江,6,False,-1
4861,葡萄半糖飞冰冰,-1,天秤座,13,601,f,湖南,1,False,-1
4862,X4REVER,00,白羊座,10236,845,m,广东,5,True,0
4863,呵呵了个豆豆,90,天蝎座,221,509,f,北京,7,False,-1
4864,预言家123,90,摩羯座,125,278,f,浙江,0,False,-1
4865,奈斯不耐丝,20,双鱼座,139,447,m,山东,2,False,-1
4866,yuzuru-fly,90,金牛座,9,34,f,安徽,0,False,-1
4867,爱恰苹果地瓜玉米和西兰花,-1,摩羯座,1,20,f,山东,0,False,-1
4868,為傑沉倫12138,80,天秤座,3,34,m,西藏,6,False,-1
4869,悠悠10301214,90,双鱼座,247,359,f,辽宁,1,False,-1
4870,ahhahahahah,90,金牛座,219,78,f,北京,2,False,-1
4871,晓潭微漪,90,双子座,44,277,f,上海,6,False,-1
4872,左耳的海豚音,80,处女座,15269,451,f,黑龙江,6,False,-1
4873,-夜巡insomnia-,90,狮子座,979,347,f,江苏,1,False,220
4874,我才是金桔柠檬好嘛,-1,处女座,68,91,f,湖北,0,False,-1
4875,雾薄云永昼,-1,狮子座,57,174,f,北京,6,False,-1
4876,糖醋带鱼推,-1,巨蟹座,46,441,f,浙江,6,False,-1
4877,西洲之南_,00,天蝎座,691,741,m,四川,5,True,0
4878,无心先生HULOT,20,处女座,12,1125,m,辽宁,0,False,-1
4879,-尘飏-,-1,巨蟹座,1111,426,f,广东,7,True,0
4880,nodayuuko,80,巨蟹座,18,134,f,四川,0,False,-1
4881,西木的月光,90,白羊座,21,60,f,福建,0,False,-1
4882,心事跌撞清澈里,90,白羊座,74,191,f,四川,4,False,-1
4883,朗月派,90,狮子座,682,372,m,上海,6,False,-1
4884,弓十甫寸长,80,射手座,217,690,m,北京,0,False,-1
4885,美丽冻人發,-1,巨蟹座,200,624,f,天津,1,False,-1
4886,-椰椰耶耶椰椰-,00,白羊座,1286,617,f,黑龙江,8,True,0
4887,JJJpy__,-1,白羊座,3587,1379,f,上海,7,False,220
4888,obliviate_yuki,90,狮子座,5283,598,f,四川,6,True,0
4889,St_wanm,-1,金牛座,178,189,f,陕西,0,False,-1
4890,一笑·生花,-1,双子座,1496,208,f,北京,6,True,0
4891,summertime241207,00,水瓶座,260,814,f,江苏,5,False,-1
4892,漫天花瓣飞满天,90,巨蟹座,112,177,f,广东,5,False,-1
4893,-Orangemoon,-1,巨蟹座,167,222,f,福建,0,False,220
4894,银色雪德,-1,摩羯座,2121,1176,f,北京,7,False,-1
4895,LUCKY蓝子篮子,90,狮子座,2924,451,f,浙江,1,False,-1
4896,celinm,90,双鱼座,1048,419,f,福建,1,False,-1
4897,所泫一定要闪闪发光吖,-1,狮子座,308,280,f,上海,6,True,0
4898,_西葫芦不吃西葫芦,00,射手座,49,851,f,湖北,1,False,-1
4899,回响曲奇,-1,金牛座,160,351,f,四川,6,False,-1
4900,香菜胖达小榴莲,90,处女座,149,905,f,贵州,6,True,0
4901,熔岩黑巧摩卡多搅打奶油,00,天秤座,774,1263,f,江苏,1,False,220
4902,我叫啥随你,00,水瓶座,12,336,f,北京,1,False,-1
4903,Gummy_W,-1,射手座,68,203,f,湖北,6,False,-1
4904,湖南新垣结衣,-1,天蝎座,782,961,f,湖南,6,False,-1
4905,冻结磁导率,10,双子座,988,596,m,江苏,4,True,0
4906,Three_KYO,-1,水瓶座,110,476,f,吉林,6,False,-1
4907,好似对浪漫过敏,00,天蝎座,6,404,f,云南,1,False,-1
